full_ticker,ticker,name,name_short,name_eng,listed_data,market,security_category,related_department,preferred,face_value,shares_available,corp_code,corp_code2,industry_code
KR7007340003,007340,디티알오토모티브보통주,디티알오토모티브,DTR AUTOMOTIVE CORPORATION,1988/09/24,KOSPI,주권,,보통주,500,9994005,00116949,00116949,28202
KR7187220009,187220,디티앤씨,디티앤씨,"DT&C.co.,ltd.",2014/12/17,KOSDAQ,주권,벤처기업부,보통주,500,11283291,00675594,00675594,729
KR7026890004,026890,디피씨보통주,디피씨,DigitalPowerCommunications,1997/11/25,KOSPI,주권,,보통주,500,41678175,00117498,00117498,2811
KR7163430002,163430,디피코,디피코,DPECO,2018/05/16,KONEX,주권,일반기업부,보통주,500,6281578,01072518,01072518,302
KR7131180002,131180,딜리,딜리,"DILLI ILLUSTRATE INC.,",2011/01/31,KOSDAQ,주권,벤처기업부,보통주,100,29350000,00629212,00629212,26323
KR7315640003,315640,딥노이드,딥노이드,DEEPNOID Inc.,2021/08/17,KOSDAQ,주권,기술성장기업부,보통주,500,4290997,01344831,01344831,582
KR7317120004,317120,라닉스,라닉스,RANIX INC.,2019/09/18,KOSDAQ,주권,기술성장기업부,보통주,500,9650500,01327092,01327092,26112
KR7042510008,042510,라온시큐어,라온시큐어,"RaonSecure Co., Ltd.",2001/01/03,KOSDAQ,주권,벤처기업부,보통주,500,38666746,00255433,00255433,582
KR7232680009,232680,라온테크,라온테크,RAONTEC Inc.,2021/06/17,KOSDAQ,주권,기술성장기업부,보통주,500,4886005,00911229,00911229,29280
KR7300120003,300120,라온피플,라온피플,LaonPeople Inc.,2019/10/18,KOSDAQ,주권,벤처기업부,보통주,500,10518156,01251489,01251489,582
KR7171120009,171120,라이온켐텍,라이온켐텍,"LION CHEMTECH CO., Ltd.",2013/11/19,KOSDAQ,주권,중견기업부,보통주,500,18893576,00317104,00317104,2049
KR7069540003,069540,라이트론,라이트론,LIGHTRON INC.,2004/02/13,KOSDAQ,주권,관리종목(소속부없음),보통주,500,26061956,00367482,00367482,264
KR7285770004,285770,라이프사이언스테크놀로지,라이프사이언스테크놀로지,Life Science Technology,2017/12/21,KONEX,주권,일반기업부,보통주,500,3545380,01187175,01187175,58221
KR7347700007,347700,라이프시맨틱스,라이프시맨틱스,Life Semantics Corp.,2021/03/23,KOSDAQ,주권,기술성장기업부,보통주,500,10119770,01336762,01336762,58222
KR7214260002,214260,라파스,라파스,"Raphas Co., Ltd.",2019/11/11,KOSDAQ,주권,기술성장기업부,보통주,500,8589666,01058101,01058101,20423
KR7115390007,115390,락앤락보통주,락앤락,"LOCK&LOCK CO.,LTD.",2010/01/28,KOSPI,주권,,보통주,500,53007638,00561866,00561866,22299
KR7200350007,200350,래몽래인,래몽래인,"RaemongRaein.Co.,Ltd",2014/12/24,KONEX,주권,일반기업부,보통주,500,4988519,00990819,00990819,591
KR7171010002,171010,램테크놀러지,램테크놀러지,"RAM TECHNOLOGY CO., LTD.",2013/11/18,KOSDAQ,주권,벤처기업부,보통주,500,11606968,00654272,00654272,20119
KR7084650001,084650,랩지노믹스,랩지노믹스,"LabGenomics. Co., Ltd.",2014/12/16,KOSDAQ,주권,우량기업부,보통주,500,11450097,00545114,00545114,70113
KR7217500008,217500,러셀,러셀,"RUSSELL CO., LTD.",2015/06/16,KOSDAQ,주권,벤처기업부,보통주,100,31812000,01068348,01068348,292
KR7092590009,092590,럭스피아,럭스피아,Luxpia,2015/10/30,KONEX,주권,일반기업부,보통주,500,7291098,00578325,00578325,2611
KR7141080002,141080,레고켐바이오사이언스,레고켐바이오,LegoChem Biosciences Inc.,2013/05/10,KOSDAQ,주권,기술성장기업부,보통주,500,24115838,00842619,00842619,70113
KR7060300001,060300,레드로버,레드로버,"REDROVER CO.,LTD",2002/01/10,KOSDAQ,주권,관리종목(소속부없음),보통주,500,26688787,00364795,00364795,59112
KR7038390001,038390,레드캡투어,레드캡투어,"RedcapTour Co., Ltd.",2000/02/01,KOSDAQ,주권,우량기업부,보통주,500,8589480,00261355,00261355,75210
KR7294140009,294140,레몬,레몬,LEMON COMPANY LIMITED,2020/02/28,KOSDAQ,주권,기술성장기업부,보통주,500,37000000,01011395,01011395,20501
KR7228670006,228670,레이,레이,"Ray Co., Ltd.",2019/08/08,KOSDAQ,주권,우량기업부,보통주,500,13306534,00828761,00828761,27111
KR7228850004,228850,레이언스,레이언스,"RAYENCE CO., LTD.",2016/04/11,KOSDAQ,주권,우량기업부,보통주,500,16591014,00899459,00899459,27111
KR7281740001,281740,레이크머티리얼즈,레이크머티리얼즈,"Lake Materials Co., Ltd.",2017/12/12,KOSDAQ,주권,벤처기업부,보통주,100,65730548,01255652,01255652,204
KR7277810008,277810,레인보우로보틱스,레인보우로보틱스,Rainbow Robotics,2021/02/03,KOSDAQ,주권,기술성장기업부,보통주,500,16135214,01261644,01261644,29280
KR7179720008,179720,렌딩머신,렌딩머신,"LendingMachine Co., Ltd.",2013/07/01,KONEX,주권,일반기업부,보통주,500,1016363,00978075,00978075,582
KR7215100009,215100,로보로보,로보로보,"RoboRobo Co., Ltd.",2015/04/22,KOSDAQ,주권,벤처기업부,보통주,100,20348454,01063990,01063990,289
KR7090360009,090360,로보스타,로보스타,"Robostar Co.,Ltd.",2011/10/17,KOSDAQ,주권,중견기업부,보통주,500,9750000,00536523,00536523,29280
KR7238500003,238500,로보쓰리,로보쓰리,Robo3,2016/04/20,KONEX,주권,일반기업부,보통주,500,16077942,01118643,01118643,739
KR7108490004,108490,로보티즈,로보티즈,ROBOTIS,2018/10/26,KOSDAQ,주권,기술성장기업부,보통주,500,11251000,00946030,00946030,29299
HK0000295359,900260,로스웰인터내셔널,로스웰,"Rothwell International Co., Limited",2016/06/30,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,180156443,01139266,01139266,64992
KR7067730002,067730,로지시스,로지시스,LOGISYS INC.,2015/07/29,KOSDAQ,주권,중견기업부,보통주,500,9673922,00238199,00238199,62090
KR7071280002,071280,로체시스템즈,로체시스템즈,RORZE SYSTEMS CORPORATION,2003/11/14,KOSDAQ,주권,벤처기업부,보통주,500,15296603,00363486,00363486,292
KR7032350001,032350,롯데관광개발 보통주,롯데관광개발,"LOTTE TOUR DEVELOPMENT CO., LTD",2006/06/08,KOSPI,주권,,보통주,500,69275662,00231372,00231372,75210
KR7089860001,089860,롯데렌탈보통주,롯데렌탈,LOTTE rental,2021/08/19,KOSPI,주권,,보통주,5000,36634063,00545716,00545716,76110
KR7330590001,330590,롯데리츠보통주,롯데리츠,LOTTE REIT,2019/10/30,KOSPI,부동산투자회사,,보통주,500,242968884,01363818,01363818,681
KR7000400002,000400,롯데손해보험보통주,롯데손해보험,LotteNon-LifeInsurance,1971/04/16,KOSPI,주권,,보통주,1000,310336320,00113562,00113562,65121
KR7023530009,023530,롯데쇼핑 보통주,롯데쇼핑,"LOTTE SHOPPING CO., LTD.",2006/02/09,KOSPI,주권,,보통주,5000,28288755,00120526,00120526,47111
KR7004000006,004000,롯데정밀화학보통주,롯데정밀화학,LOTTE Fine Chemical,1976/04/15,KOSPI,주권,,보통주,5000,25800000,00157681,00157681,20119
KR7286940002,286940,롯데정보통신보통주,롯데정보통신,LOTTE DATA COMMUNICATION COMPANY,2018/07/27,KOSPI,주권,,보통주,5000,15396331,01262032,01262032,62021
KR7280360009,280360,롯데제과보통주,롯데제과,LOTTE CONF,2017/10/30,KOSPI,주권,,보통주,500,6416717,01258507,01258507,10713
KR7004990008,004990,롯데지주보통주,롯데지주,Lotte Corporation,1974/02/16,KOSPI,주권,,보통주,200,104909237,00120562,00120562,64992
KR7005300009,005300,롯데칠성음료보통주,롯데칠성,LotteChilsungBeverage,1973/06/21,KOSPI,주권,,보통주,500,9278884,00120571,,11209
KR7011170008,011170,롯데케미칼보통주,롯데케미칼,LOTTE CHEMICAL CORPORATION,1991/05/30,KOSPI,주권,,보통주,5000,34275419,00165413,00165413,20111
KR7002270007,002270,롯데푸드보통주,롯데푸드,LotteFood,1973/05/09,KOSPI,주권,,보통주,5000,1209055,00120508,00120508,10502
KR7071840003,071840,롯데하이마트보통주,롯데하이마트,LOTTE Himart,2011/06/29,KOSPI,주권,,보통주,5000,23607712,00158307,00158307,47320
KR7038060000,038060,루멘스,루멘스,"LUMENS CO., LTD.",2006/08/08,KOSDAQ,주권,관리종목(소속부없음),보통주,500,48103069,00406329,00406329,2612
KR7162120000,162120,루켄테크놀러지스,루켄테크놀러지스,LUKEN Technologies,2017/07/25,KONEX,주권,일반기업부,보통주,500,10200465,00886792,00886792,289
KR7253610000,253610,루트락,루트락,Rootloc,2020/12/24,KONEX,주권,일반기업부,보통주,500,7772543,01262023,01262023,467
KR7085370005,085370,루트로닉,루트로닉,Lutronic Corporation,2006/07/04,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,26139452,00549925,00549925,27199
KR7060240009,060240,룽투코리아,룽투코리아,LONGTU KOREA Inc.,2002/01/04,KOSDAQ,주권,벤처기업부,보통주,500,25429284,00373571,00373571,582
KR7058470006,058470,리노공업,리노공업,LEENO Industrial Inc,2001/12/18,KOSDAQ,주권,우량기업부,보통주,500,15242370,00369657,00369657,2629
KR7039980008,039980,리노스,리노스,LEENOS CORP.,2002/08/13,KOSDAQ,주권,중견기업부,보통주,500,43576286,00369213,00369213,474
KR7019570001,019570,리더스 기술투자,리더스 기술투자,"Leaders Technology Investment Co.,Ltd",1989/03/14,KOSDAQ,주권,중견기업부,보통주,500,125344454,00110750,00110750,64209
KR7016100000,016100,리더스코스메틱,리더스코스메틱,"LEADERS COSMETICS CO.,LTD.",2003/01/15,KOSDAQ,주권,중견기업부,보통주,500,19100894,00180263,00180263,204
KR7012700001,012700,리드코프,리드코프,"The LEADCORP, Inc.",1996/01/19,KOSDAQ,주권,우량기업부,보통주,500,26446135,00117708,00117708,46712
KR7302550009,302550,리메드,리메드,"REMED CO.,LTD.",2019/12/06,KOSDAQ,주권,기술성장기업부,보통주,500,6114616,01275665,01275665,27199
KR7029480001,029480,릭스솔루션,릭스솔루션,"Lix Solution Co.,Ltd.",1996/08/27,KOSDAQ,주권,중견기업부,보통주,100,84417839,00186452,00186452,26410
KR7277070009,277070,린드먼아시아인베스트먼트,린드먼아시아,Lindeman Asia Investment Corporation,2018/03/14,KOSDAQ,주권,중견기업부,보통주,500,13537000,00616962,00616962,64209
KR7042500009,042500,링네트,링네트,"RingNet Co., Ltd.",2002/01/10,KOSDAQ,주권,우량기업부,보통주,500,15356878,00352499,00352499,62021
KR7219420007,219420,링크제니시스,링크제니시스,"Linkgenesis Co., Ltd.",2018/02/05,KOSDAQ,주권,기술성장기업부,보통주,100,11469507,01109955,01109955,58222
KR7027740000,027740,마니커보통주,마니커,MANIKER,2002/10/29,KOSPI,주권,,보통주,500,198472594,00204208,00204208,1012
KR7195500004,195500,마니커에프앤지,마니커에프앤지,Maniker F&G,2019/08/20,KOSDAQ,주권,중견기업부,보통주,500,15768000,00770312,00770312,10121
KR7222810004,222810,마이더스AI,마이더스AI,"Midas AI Co.,Ltd.",2015/08/13,KOSDAQ,주권,관리종목(소속부없음),보통주,100,141227294,01091382,01091382,582
KR7305090003,305090,마이크로디지탈,마이크로디지탈,"Micro Digital Co., Ltd.",2019/06/05,KOSDAQ,주권,기술성장기업부,보통주,500,7261600,01267967,01267967,271
KR7147760003,147760,마이크로프랜드,마이크로프랜드,Micro Friend Inc.,2016/12/12,KOSDAQ,주권,벤처기업부,보통주,500,10819866,00654175,00654175,27212
KR7169330008,169330,마크로밀엠브레인,엠브레인,"Macromill Embrain Co., Ltd.",2020/07/01,KOSDAQ,주권,중견기업부,보통주,500,8968459,00877174,00877174,71400
KR7038290003,038290,마크로젠,마크로젠,"Macrogen, Inc.",2000/02/22,KOSDAQ,주권,우량기업부,보통주,500,10715551,00261373,00261373,73909
KR7204320006,204320,만도보통주,만도,Mando Corporation,2014/10/06,KOSPI,주권,,보통주,1000,46957120,01042775,01042775,303
KR7001080001,001080,만호제강보통주,만호제강,ManhoRope&Wire,1977/06/18,KOSPI,주권,,보통주,1000,4150000,00120872,00120872,24123
KR7220630008,220630,맘스터치앤컴퍼니,맘스터치,MOM'S TOUCH&Co.,2015/08/28,KOSDAQ,주권,우량기업부,보통주,100,101817531,01089855,01089855,463
KR7267980001,267980,매일유업,매일유업,"Maeil Dairies Co., Ltd.",2017/06/05,KOSDAQ,주권,우량기업부,보통주,500,7843638,01234507,01234507,10501
KR7005990007,005990,매일홀딩스,매일홀딩스,"MAEIL HOLDINGS CO., LTD.",1999/05/14,KOSDAQ,주권,우량기업부,보통주,500,13718304,00120924,00120924,105
KR7127160000,127160,매직마이크로,매직마이크로,"MAGICMICRO CO.,LTD",2015/11/19,KOSDAQ,주권,관리종목(소속부없음),보통주,100,86623501,00806972,00806972,262
KR7093520005,093520,매커스,매커스,"MAKUS, Inc.",2007/02/12,KOSDAQ,주권,중견기업부,보통주,500,16163092,00596677,00596677,4659
KR7141070003,141070,맥스로텍,맥스로텍,"MAXROTEC CO., LTD.",2012/11/16,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,35895350,00678096,00678096,292
KR7377030002,377030,맥스트,맥스트,"MAXST CO., LTD",2021/07/27,KOSDAQ,주권,기술성장기업부,보통주,500,8533491,01409095,01409095,582
KR7088980008,088980,맥쿼리한국인프라투융자회사 보통주,맥쿼리인프라,Macquarie Korea Infrastructure Fund,2006/03/15,KOSPI,사회간접자본투융자회사,,보통주,무액면,372192485,00435297,00435297,64201
KR7100590009,100590,머큐리,머큐리,Mercury Corporation,2018/12/14,KOSDAQ,주권,우량기업부,보통주,500,14763600,00364740,00364740,2642
KR7067280008,067280,멀티캠퍼스,멀티캠퍼스,Multicampus Corporation,2006/11/16,KOSDAQ,주권,우량기업부,보통주,500,5926779,00425351,00425351,85650
KR7072870009,072870,메가스터디,메가스터디,"MegaStudy Co., Ltd.",2004/12/21,KOSDAQ,주권,중견기업부,보통주,500,11920959,00422284,00422284,581
KR7215200007,215200,메가스터디교육,메가스터디교육,MegaStudyEdu Co. Ltd,2015/05/04,KOSDAQ,주권,우량기업부,보통주,100,11861880,01074862,01074862,85503
KR7133750000,133750,메가엠디,메가엠디,"MegaMD Co., Ltd.",2015/12/18,KOSDAQ,주권,중견기업부,보통주,500,23407077,00807555,00807555,85503
KR7235980000,235980,메드팩토,메드팩토,"MedPacto, Inc.",2019/12/19,KOSDAQ,주권,기술성장기업부,보통주,500,20510342,01336373,01336373,70113
KR7200580009,200580,메디쎄이,메디쎄이,MEDYSSEY,2015/10/20,KONEX,주권,일반기업부,보통주,500,3726079,01018617,01018617,27199
KR7041920000,041920,메디아나,메디아나,"MEDIANA Co.,LTD",2014/10/07,KOSDAQ,주권,우량기업부,보통주,500,8650496,00273439,00273439,27112
KR7233250000,233250,메디안디노스틱,메디안디노스틱,Median Diagnostics,2017/06/26,KONEX,주권,일반기업부,보통주,500,1746534,01035942,01035942,21300
KR7014100002,014100,메디앙스,메디앙스,"Medience Co., LTD.",1995/01/03,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,11800000,00267854,00267854,20423
KR7236340006,236340,메디젠휴먼케어,메디젠휴먼케어,Medizen Humancare,2016/01/26,KONEX,주권,일반기업부,보통주,500,2405381,01023822,01023822,70113
KR7054180005,054180,메디콕스,메디콕스,"MEDICOX Co., Ltd.",2001/10/16,KOSDAQ,주권,중견기업부,보통주,500,74005675,00356839,00356839,31114
KR7086900008,086900,메디톡스,메디톡스,Medy-Tox Inc.,2009/01/16,KOSDAQ,주권,우량기업부,보통주,500,6254384,00580199,00580199,21102
KR7078160009,078160,메디포스트,메디포스트,"MEDIPOST CO., LTD.",2005/07/29,KOSDAQ,주권,벤처기업부,보통주,500,16264194,00453929,00453929,21102
KR7065650004,065650,메디프론디비티,메디프론,"Medifron DBT Co., Ltd.",2003/01/21,KOSDAQ,주권,중견기업부,보통주,500,43615959,00391197,00391197,465
KR7138040001,138040,메리츠금융지주회사보통주,메리츠금융지주,Meritz Financial Group,2011/05/13,KOSPI,주권,,보통주,500,134011294,00860332,00860332,64992
KR7008560005,008560,메리츠증권보통주,메리츠증권,MERITZ SECURITIES,1992/01/15,KOSPI,주권,,보통주,1000,681730579,00163682,00163682,66121
KR7000060004,000060,메리츠화재해상보험보통주,메리츠화재,Meritz Fire & Marine Insurance,1956/07/02,KOSPI,주권,,보통주,500,120625000,00117744,00117744,65121
KR7021880000,021880,메이슨캐피탈,메이슨캐피탈,MASON CAPITAL CORPORATION,1996/09/02,KOSDAQ,주권,중견기업부,보통주,500,151184408,00136101,00136101,64911
KR7140410002,140410,메지온,메지온,"Mezzion Pharma Co., Ltd.",2012/01/20,KOSDAQ,주권,중견기업부,보통주,500,8900206,00808022,00808022,70113
KR7241770007,241770,메카로,메카로,"MECARO.CO.,LTD.",2017/12/06,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,10146640,00652007,00652007,20499
KR7090370008,090370,메타랩스보통주,메타랩스,METALABS,2006/12/26,KOSPI,주권,,보통주,500,65384313,00442835,00442835,141
KR7059210005,059210,메타바이오메드,메타바이오메드,"META BIOMED.CO.,LTD",2008/04/15,KOSDAQ,주권,벤처기업부,보통주,500,23862351,00317681,00317681,21300
KR7058110008,058110,멕아이씨에스,멕아이씨에스,"MEKICS Co.,Ltd.",2015/12/14,KOSDAQ,주권,기술성장기업부,보통주,500,16050530,00270113,00270113,27112
KR7096640008,096640,멜파스,멜파스,Melfas Inc.,2009/12/18,KOSDAQ,주권,중견기업부,보통주,500,35754606,00609315,00609315,2629
KR7017180001,017180,명문제약 보통주,명문제약,MyungMoon Pharm,2008/07/10,KOSPI,주권,,보통주,500,33953454,00121039,00121039,21210
KR7257370007,257370,명성티엔에스,명성티엔에스,"Mstns Co.,Ltd.",2018/09/13,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,6440809,01144569,01144569,292
KR7009900002,009900,명신산업보통주,명신산업,MYOUNG SHIN INDUSTRY,2020/12/07,KOSPI,주권,,보통주,500,52470133,00173078,00173078,303
KR7267060002,267060,명진홀딩스,명진홀딩스,Myungjin Holdings,2017/08/24,KONEX,주권,일반기업부,보통주,500,8812359,01190513,01190513,102
KR7012690004,012690,모나리자보통주,모나리자,Monalisa,1988/10/14,KOSPI,주권,,보통주,500,36571255,00173102,00173102,17902
KR7005360003,005360,모나미보통주,모나미,Monami,1974/06/26,KOSPI,주권,,보통주,1000,18897307,00121288,00121288,46452
KR7080420003,080420,모다이노칩,모다이노칩,"Moda-InnoChips Co., Ltd.",2005/12/06,KOSDAQ,주권,우량기업부,보통주,500,79721622,00480048,00480048,474
KR7080160005,080160,모두투어네트워크,모두투어,MODETOUR NETWORK INC.,2005/07/26,KOSDAQ,주권,중견기업부,보통주,500,18900000,00456218,00456218,75210
KR7204210009,204210,모두투어리츠보통주,모두투어리츠,MODETOURREIT,2016/09/22,KOSPI,부동산투자회사,,보통주,5000,7826815,01035289,01035289,681
KR7100030006,100030,모바일리더,모바일리더,"Mobileleader Co., Ltd.",2010/05/25,KOSDAQ,주권,중견기업부,보통주,500,3283714,00641171,00641171,58222
KR7087260006,087260,모바일어플라이언스,모바일어플라이언스,"MOBILE APPLIANCE, INC.",2017/02/24,KOSDAQ,주권,벤처기업부,보통주,500,32462446,00556615,00556615,582
KR7101330009,101330,모베이스,모베이스,"MOBASE Co., Ltd.",2010/02/04,KOSDAQ,주권,중견기업부,보통주,500,23958188,00498001,00498001,2642
KR7012860003,012860,모베이스전자,모베이스전자,"MOBASE ELECTRONICS CO.,LTD.",1994/10/26,KOSDAQ,주권,중견기업부,보통주,500,65803117,00137234,00137234,303
KR7348030008,348030,모비릭스,모비릭스,MOBIRIX Corporation,2021/01/28,KOSDAQ,주권,중견기업부,보통주,100,9304000,01210190,01210190,5821
KR7250060001,250060,모비스,모비스,"Mobiis Co., Ltd.",2016/09/08,KOSDAQ,주권,기술성장기업부,보통주,100,32171314,01165155,01165155,620
KR7033200007,033200,모아텍,모아텍,"MOATECH CO., LTD.",1997/10/13,KOSDAQ,주권,중견기업부,보통주,500,14331185,00241209,00241209,2629
KR7009680000,009680,모토닉보통주,모토닉,MOTONIC,1994/01/14,KOSPI,주권,,보통주,500,33000000,00151128,00151128,303
KR7118990001,118990,모트렉스,모트렉스,"MOTREX CO.,LTD",2017/08/04,KOSDAQ,주권,중견기업부,보통주,100,39001039,00876908,00876908,303
KR7006920003,006920,모헨즈,모헨즈,"Mohenz. Co., Ltd",1989/01/05,KOSDAQ,주권,중견기업부,보통주,500,10920000,00163318,00163318,23322
KR7001810001,001810,무림에스피,무림SP,"MOORIM SP CO., LTD.",2000/01/04,KOSDAQ,주권,우량기업부,보통주,500,22137500,00121507,00121507,1712
KR7009200007,009200,무림페이퍼보통주,무림페이퍼,MOORIM PAPER,1990/06/09,KOSPI,주권,,보통주,2500,41609310,00136086,00136086,1712
KR7009580002,009580,무림피앤피보통주,무림P&P,Moorim P&P,1989/06/20,KOSPI,주권,,보통주,2500,62368324,00119007,00119007,17110
KR7322970005,322970,무진메디,무진메디,Moogene Medi,2020/06/24,KONEX,주권,일반기업부,보통주,500,6743378,01293388,01293388,70113
KR7033920000,033920,무학보통주,무학,Muhak,2010/07/20,KOSPI,주권,,보통주,200,28500000,00121543,00121543,11122
KR7008420002,008420,문배철강보통주,문배철강,MoonbaeSteel,1994/11/05,KOSPI,주권,,보통주,500,20503505,00121570,00121570,2419
KR7279600001,279600,미디어젠,미디어젠,"MediaZen,Inc.",2019/11/05,KOSDAQ,주권,기술성장기업부,보통주,500,4684781,01190124,01190124,58222
KR7095500005,095500,미래나노텍,미래나노텍,"MNTECH Co.,Ltd.",2007/10/01,KOSDAQ,주권,우량기업부,보통주,500,28816529,00526836,00526836,2229
KR7025560004,025560,미래산업보통주,미래산업,MiraeCorporation,1996/11/22,KOSPI,주권,,보통주,500,4452007,00197759,00197759,27219
KR7218150001,218150,미래생명자원,미래생명자원,"MILAE BIORESOURCES CO., LTD.",2015/06/18,KOSDAQ,주권,벤처기업부,보통주,100,18671428,01071944,01071944,108
KR7007120009,007120,미래아이앤지보통주,미래아이앤지,MiraeING,1999/11/26,KOSPI,주권,,보통주,100,129484148,00104786,00104786,620
KR7353490006,353490,미래에셋대우기업인수목적 5호,미래에셋대우스팩 5호,MIRAE ASSET DAEWOO SPECIAL PURPOSE ACQUISITION 5 COMPANY,2020/08/28,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5060000,01450105,01450105,661
KR7328380001,328380,미래에셋대우기업인수목적3호,미래에셋대우스팩3호,MIRAE ASSET DAEWOO SPECIAL PURPOSE ACQUISITION 3 COMPANY,2019/08/20,KOSDAQ,주권,SPAC(소속부없음),보통주,100,6482000,01390399,01390399,66199
KR7357250000,357250,미래에셋맵스리츠보통주,미래에셋맵스리츠,Miraeasset Maps REIT 1,2020/08/05,KOSPI,부동산투자회사,,보통주,1000,20100000,01437292,01437292,681
KR7094800000,094800,미래에셋맵스아시아퍼시픽부동산공모1호,맵스리얼티1,MIRAEASSETMAPS ASIAPACIFIC REAL ESTATE 1,2007/04/09,KOSPI,투자회사,,보통주,무액면,92834331,00600013,00600013,642
KR7100790005,100790,미래에셋벤처투자,미래에셋벤처투자,"Mirae Asset Venture Investment Co., Ltd",2019/03/15,KOSDAQ,주권,중견기업부,보통주,1000,46195823,00340096,00340096,649
KR7085620003,085620,미래에셋생명보험보통주,미래에셋생명,"MIRAE ASSET Life Insurance CO., Ltd.",2015/07/08,KOSPI,주권,,보통주,5000,177016189,00112332,00112332,65110
KR7006800007,006800,미래에셋증권보통주,미래에셋증권,MIRAE ASSET SECURITIES,1975/09/30,KOSPI,주권,,보통주,5000,635316408,00111722,,66121
KR7208890004,208890,미래엔에듀파트너,미래엔에듀파트너,"MiraeN Edupartner Co., Ltd.",2014/12/18,KONEX,주권,일반기업부,보통주,1000,3150820,00876209,00876209,857
KR7049950009,049950,미래컴퍼니,미래컴퍼니,meerecompany Incorporated,2005/01/04,KOSDAQ,주권,우량기업부,보통주,500,8362306,00447760,00447760,29271
KR7213090004,213090,미래테크놀로지,미래테크놀로지,"MIRAE TECHNOLOGY, CO., LTD.",2015/12/01,KOSDAQ,주권,중견기업부,보통주,500,6120788,01015726,01015726,58221
KR7207760000,207760,미스터블루,미스터블루,Mr. Blue Corporation,2014/12/12,KOSDAQ,주권,중견기업부,보통주,100,24761635,01047840,01047840,63991
KR7225850007,225850,미애부,미애부,Miev,2015/12/08,KONEX,주권,일반기업부,보통주,500,4998499,00866594,00866594,464
KR7002840007,002840,미원상사보통주,미원상사,MiwonCommercial,1989/09/25,KOSPI,주권,,보통주,500,4970000,00121932,00121932,204
KR7268280005,268280,미원스페셜티케미칼보통주,미원에스씨,Miwon Specialty Chemical,2017/05/22,KOSPI,주권,,보통주,500,5100000,01234297,01234297,201
KR7107590002,107590,미원홀딩스 보통주,미원홀딩스,"Miwon Holdings Co.,Ltd.",2009/03/02,KOSPI,주권,,보통주,500,2320000,00706715,00706715,649
KR7134380005,134380,미원화학보통주,미원화학,Miwon Chemicals,2011/02/15,KOSPI,주권,,보통주,1000,2199268,00855163,00855163,20421
KR7003650009,003650,미창석유공업보통주,미창석유,MichangOilInd,1989/09/27,KOSPI,주권,,보통주,5000,1739672,00122056,,19221
KR7059090001,059090,미코,미코,MiCo Ltd.,2002/01/15,KOSDAQ,주권,우량기업부,보통주,500,32786725,00366942,00366942,261
KR7214610008,214610,미코바이오메드,미코바이오메드,"MiCo BioMed Co., Ltd.",2020/10/22,KOSDAQ,주권,기술성장기업부,보통주,500,18291100,01049167,01049167,27199
KR7201490000,201490,미투온,미투온,"Me2on Co., Ltd",2016/10/10,KOSDAQ,주권,중견기업부,보통주,500,31257770,00965813,00965813,5821
KR8344390008,950190,미투젠,미투젠,ME2ZEN Limited,2020/08/18,KOSDAQ,주식예탁증권,외국기업(소속부없음),보통주,무액면,13579892,01416235,01416235,58212
KR7214180002,214180,민앤지,민앤지,"Minwise Co.,Ltd.",2015/06/30,KOSDAQ,주권,우량기업부,보통주,500,12362476,01013311,01013311,63991
KR7155900004,155900,바다로19호선박투자회사,바다로19호,Badaro No.19 Ship Investment Company,2012/06/29,KOSPI,선박투자회사,,보통주,5000,15200004,00910947,00910947,76190
KR7206640005,206640,바디텍메드,바디텍메드,Boditech Med Inc.,2014/12/29,KOSDAQ,주권,우량기업부,보통주,1000,23486560,01046708,01046708,213
KR7018700005,018700,바른손,바른손,Barunson,1994/03/18,KOSDAQ,주권,중견기업부,보통주,1000,29471487,00122205,00122205,464
KR7035620004,035620,바른손이앤에이,바른손이앤에이,Barunson Entertainment & Arts Corporation,1999/08/13,KOSDAQ,주권,중견기업부,보통주,500,73488503,00259590,00259590,591
KR7064520000,064520,바른전자,바른전자,"Barun Electronics Co., Ltd.",2002/12/04,KOSDAQ,주권,관리종목(소속부없음),보통주,500,73686477,00370255,00370255,2612
KR7053030003,053030,바이넥스,바이넥스,"Binex Co., Ltd.",2001/08/07,KOSDAQ,주권,우량기업부,보통주,500,31761048,00216027,00216027,21210
KR7301300000,301300,바이브컴퍼니,바이브컴퍼니,VAIV company Inc.,2020/10/28,KOSDAQ,주권,기술성장기업부,보통주,500,5394170,00403793,00403793,58222
KR7064550007,064550,바이오니아,바이오니아,BIONEER CORPORATION,2005/12/29,KOSDAQ,주권,기술성장기업부,보통주,500,25211579,00326731,00326731,21300
KR7314930009,314930,바이오다인,바이오다인,"BIODYNE CO., LTD.",2021/03/17,KOSDAQ,주권,기술성장기업부,보통주,500,6168195,01117413,01117413,2719
KR7208710004,208710,바이오로그디바이스,바이오로그디바이스,"BIOLOG DEVICE CO., LTD",2014/12/24,KOSDAQ,주권,벤처기업부,보통주,100,41431412,01047707,01047707,262
